id_paciente,nombre,rut,edad,sexo,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,Riesgo
2240,Preston,233558743,149,M,9/10/2025,1,true,true,true,>4 horas,Ocasional,true,Primer hijo <30,No hijos,Alto
2229,Brittani,340572805,65,F,9/10/2025,1,true,true,false,<3 horas,Ocasional,false,Primer hijo <30,Primer hijo <30,Alto
2229,Zachariah,768006136,48,M,9/10/2025,1,true,false,true,Ninguna,Nunca,false,Primer hijo <30,Primer hijo >=30,Bajo
2607,Sydel,863307535,103,F,9/10/2025,1,true,true,false,Ninguna,Diario,false,Primer hijo <30,Primer hijo <30,Alto
2490,Ludovico,513472563,83,M,9/10/2025,1,,true,false,Ninguna,Ocasional,true,No hijos,No hijos,Alto
2907,Gregor,545085966,81,M,9/10/2025,1,true,false,true,<3 horas,Nunca,true,Primer hijo >=30,No hijos,Alto
2613,Nelle,310852090,56,F,9/10/2025,1,true,true,true,Ninguna,Nunca,true,Primer hijo <30,Primer hijo <30,Moderado
2816,Imogen,638693442,74,F,9/10/2025,1,true,true,true,<3 horas,Nunca,false,Primer hijo >=30,Primer hijo <30,Bajo
2688,Dene,193529340,114,M,9/10/2025,1,,false,true,<3 horas,Ocasional,false,Primer hijo <30,No hijos,Alto
2545,Jard,383500131,12,M,9/10/2025,1,false,false,false,>4 horas,Nunca,true,Primer hijo >=30,No hijos,Alto
2278,Stephani,487562999,25,F,9/10/2025,1,true,true,true,>4 horas,Nunca,false,No hijos,Primer hijo <30,Bajo
2508,Nerissa,235668109,61,F,9/10/2025,1,false,true,true,<3 horas,Diario,true,Primer hijo <30,Primer hijo >=30,Moderado
2598,Lisbeth,671856021,33,F,9/10/2025,1,true,true,false,<3 horas,Frecuente,true,Primer hijo <30,No hijos,Alto
2559,Abel,925691437,121,M,9/10/2025,1,false,true,false,Ninguna,Diario,false,Primer hijo <30,No hijos,Alto
2274,Ronny,351839125,100,M,9/10/2025,1,false,false,true,3-4 horas,Frecuente,false,Primer hijo <30,Primer hijo >=30,Bajo
2026,Kerry,440001992,4,F,9/10/2025,1,false,true,true,>4 horas,Frecuente,false,Primer hijo >=30,No hijos,Moderado
2572,Farrell,101643044,89,M,9/10/2025,1,false,true,true,3-4 horas,Ocasional,false,Primer hijo <30,Primer hijo <30,Alto
2023,Lyon,285087749,2,M,9/10/2025,1,true,false,false,3-4 horas,Frecuente,false,No hijos,Primer hijo >=30,Bajo
2788,Sayre,201192167,124,M,9/10/2025,1,false,true,true,Ninguna,Nunca,true,No hijos,Primer hijo >=30,Bajo
2544,Viki,502951694,143,F,9/10/2025,1,true,true,false,Ninguna,Nunca,true,Primer hijo <30,No hijos,Bajo
2985,Albrecht,449041620,120,M,9/10/2025,1,false,false,false,<3 horas,Ocasional,true,,No hijos,Alto
2356,Gabi,573251521,145,M,9/10/2025,1,true,false,true,3-4 horas,Nunca,false,No hijos,Primer hijo >=30,Bajo
2405,Lonnie,855422561,111,F,9/10/2025,1,true,true,true,3-4 horas,Frecuente,false,No hijos,Primer hijo <30,Alto
2075,Donovan,863022046,134,M,9/10/2025,1,true,false,true,Ninguna,Nunca,false,Primer hijo >=30,Primer hijo >=30,Bajo
2469,Jessy,530982501,33,F,9/10/2025,1,true,true,true,<3 horas,Diario,true,Primer hijo >=30,No hijos,Moderado
2538,Betteanne,333246634,,F,9/10/2025,1,true,false,false,<3 horas,Diario,false,Primer hijo <30,Primer hijo <30,Alto
2265,Terri,691967951,128,M,9/10/2025,1,,true,false,3-4 horas,Nunca,false,Primer hijo <30,Primer hijo >=30,Alto
2007,Sayre,447996829,91,F,9/10/2025,1,true,true,true,Ninguna,Diario,false,Primer hijo <30,Primer hijo >=30,Moderado
2040,Cassondra,232382094,88,F,9/10/2025,1,true,false,false,3-4 horas,Ocasional,true,No hijos,No hijos,Bajo
2135,Mayer,254584439,2,M,9/10/2025,1,false,true,true,3-4 horas,Nunca,true,Primer hijo >=30,Primer hijo >=30,Moderado
2789,Yettie,316546923,55,F,9/10/2025,1,false,false,false,3-4 horas,Ocasional,true,Primer hijo <30,Primer hijo <30,Alto
2363,Gabi,265038439,67,M,9/10/2025,1,true,false,true,>4 horas,Diario,false,Primer hijo >=30,Primer hijo >=30,Moderado
2154,Brendan,835563560,68,M,9/10/2025,1,false,false,true,Ninguna,Nunca,true,Primer hijo <30,No hijos,Moderado
2650,Ole,920517566,90,M,9/10/2025,1,true,true,false,3-4 horas,Diario,false,Primer hijo >=30,Primer hijo >=30,Moderado
2781,Patrizius,532156418,97,M,9/10/2025,1,true,true,false,3-4 horas,Ocasional,true,Primer hijo <30,Primer hijo >=30,Alto
2488,Boigie,834028710,25,M,9/10/2025,1,false,false,false,<3 horas,Diario,false,,Primer hijo <30,Alto
2091,Meris,839609676,108,F,9/10/2025,1,true,false,true,<3 horas,Diario,true,Primer hijo >=30,No hijos,Bajo
2953,Fielding,899682673,94,M,9/10/2025,1,false,false,false,3-4 horas,Nunca,false,Primer hijo >=30,Primer hijo <30,Bajo
2278,Peyter,476665625,115,M,9/10/2025,1,false,true,true,Ninguna,Frecuente,false,No hijos,Primer hijo >=30,Bajo
