id_paciente,nombre,rut,edad,sexo,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,Riesgo
6708,Sari,342723775,148,F,9/10/2025,1,false,false,true,>4 horas,Nunca,true,No hijos,Primer hijo <30,Moderado
6041,Rockey,806212288,146,M,9/10/2025,1,false,true,true,,Ocasional,true,Primer hijo <30,Primer hijo <30,Moderado
6241,Tabby,256725879,125,F,9/10/2025,1,false,false,false,3-4 horas,Ocasional,false,Primer hijo >=30,No hijos,Bajo
6982,Inessa,289788787,95,F,9/10/2025,1,,false,false,,Frecuente,true,Primer hijo <30,No hijos,Alto
6315,Ambros,750406668,117,M,9/10/2025,1,true,true,false,,Nunca,true,Primer hijo >=30,Primer hijo <30,Bajo
6644,Kristan,744558177,41,F,9/10/2025,1,false,true,true,Ninguna,Nunca,false,,No hijos,Bajo
6981,Em,155901911,83,M,9/10/2025,1,false,true,false,>4 horas,Ocasional,false,No hijos,No hijos,Alto
6507,Smitty,599710762,38,M,9/10/2025,1,false,true,false,Ninguna,Frecuente,true,Primer hijo >=30,No hijos,Bajo
6703,Kellia,102446119,79,F,9/10/2025,1,,false,true,Ninguna,Diario,false,No hijos,No hijos,Alto
6632,Moria,685263395,15,F,9/10/2025,1,false,false,false,Ninguna,Frecuente,false,Primer hijo <30,Primer hijo <30,Bajo
6990,Ina,470078047,66,F,9/10/2025,1,false,true,false,,Nunca,false,Primer hijo <30,Primer hijo >=30,Alto
6305,David,971095485,137,M,9/10/2025,1,true,false,true,>4 horas,Ocasional,false,No hijos,Primer hijo >=30,Bajo
6343,Rachele,565153973,45,F,9/10/2025,1,false,true,false,>4 horas,Diario,false,Primer hijo >=30,Primer hijo <30,Alto
6859,Ravid,621879293,148,M,9/10/2025,1,false,false,true,Ninguna,Nunca,false,Primer hijo >=30,Primer hijo <30,Alto
6426,Kriste,719316874,61,F,9/10/2025,1,true,true,false,>4 horas,Nunca,true,Primer hijo >=30,No hijos,Bajo
6399,Amalie,809892906,40,F,9/10/2025,1,false,true,true,>4 horas,Ocasional,true,,No hijos,Bajo
6139,Terza,670878289,138,F,9/10/2025,1,false,true,true,Ninguna,Diario,true,Primer hijo <30,Primer hijo >=30,Alto
6304,Saree,378638652,35,F,9/10/2025,1,true,false,false,<3 horas,Diario,true,Primer hijo <30,Primer hijo >=30,Alto
7000,Celisse,604737125,43,F,9/10/2025,1,true,false,false,Ninguna,Ocasional,true,Primer hijo >=30,Primer hijo >=30,Alto
6617,Danit,278190397,145,F,9/10/2025,1,true,false,false,3-4 horas,Diario,true,Primer hijo <30,No hijos,Alto
6238,Florian,973918960,99,M,9/10/2025,1,false,false,true,3-4 horas,Nunca,false,No hijos,No hijos,Alto
6691,Kendell,904572718,127,M,9/10/2025,1,true,true,true,>4 horas,Nunca,true,Primer hijo <30,No hijos,Bajo
6405,Bryce,481503738,95,M,9/10/2025,1,true,false,true,Ninguna,Frecuente,false,No hijos,Primer hijo <30,Moderado
6870,Feliza,619237323,88,F,9/10/2025,1,true,false,true,3-4 horas,Diario,false,Primer hijo <30,Primer hijo >=30,Moderado
6610,Rees,274724797,88,M,9/10/2025,1,true,false,false,>4 horas,Diario,true,,No hijos,Moderado
6822,Belia,366528475,113,F,9/10/2025,1,false,true,true,Ninguna,Ocasional,false,Primer hijo >=30,No hijos,Moderado
