id_paciente,nombre,rut,edad,sexo,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,Riesgo
7750,Darryl,767440203,46,M,9/10/2025,1,true,true,true,3-4 horas,Frecuente,false,Primer hijo >=30,No hijos,Bajo
7351,Royce,140811539,106,M,9/10/2025,1,false,false,false,<3 horas,Diario,true,Primer hijo >=30,Primer hijo >=30,Alto
7527,Cassandre,732963005,,F,9/10/2025,1,true,false,true,<3 horas,Diario,true,Primer hijo >=30,Primer hijo >=30,Moderado
7920,Cecilius,597620017,138,M,9/10/2025,1,false,true,false,>4 horas,Nunca,false,Primer hijo >=30,No hijos,Alto
7517,Calli,601449412,29,F,9/10/2025,1,true,false,true,<3 horas,Ocasional,false,Primer hijo >=30,Primer hijo <30,Alto
7720,Shelley,611911188,83,M,9/10/2025,1,true,false,false,3-4 horas,Frecuente,true,Primer hijo >=30,No hijos,Bajo
7110,Fredia,122434032,110,F,9/10/2025,1,false,true,false,>4 horas,Nunca,false,Primer hijo >=30,Primer hijo >=30,Bajo
7573,Weidar,141283602,47,M,9/10/2025,1,false,true,true,<3 horas,Diario,true,Primer hijo >=30,No hijos,Moderado
7290,Jesselyn,892479786,83,F,9/10/2025,1,false,true,false,Ninguna,Frecuente,false,No hijos,Primer hijo <30,Moderado
7990,Dur,464006099,13,M,9/10/2025,1,true,true,false,<3 horas,Nunca,true,Primer hijo <30,Primer hijo >=30,Alto
7753,Hershel,540118078,87,M,9/10/2025,1,false,false,false,,Nunca,true,No hijos,No hijos,Alto
7740,Orbadiah,999361750,130,M,9/10/2025,1,true,true,true,>4 horas,Diario,false,Primer hijo <30,No hijos,Moderado
7126,Dicky,102138036,90,M,9/10/2025,1,false,true,false,3-4 horas,Ocasional,false,No hijos,No hijos,Moderado
7161,Jasper,456141295,82,M,9/10/2025,1,true,false,true,<3 horas,Diario,true,Primer hijo <30,Primer hijo <30,Alto
7845,Porter,336942974,1,M,9/10/2025,1,true,false,true,3-4 horas,Ocasional,true,No hijos,Primer hijo >=30,Alto
7736,Morrie,191225227,,M,9/10/2025,1,false,true,false,3-4 horas,Diario,true,Primer hijo >=30,No hijos,Moderado
7421,Lou,958813787,72,F,9/10/2025,1,false,false,true,<3 horas,Diario,true,Primer hijo >=30,Primer hijo >=30,Alto
7182,Aurore,936666539,137,F,9/10/2025,1,false,false,true,,Frecuente,true,No hijos,Primer hijo >=30,Alto
7696,Isidoro,352316560,10,M,9/10/2025,1,false,true,false,Ninguna,Diario,true,No hijos,Primer hijo <30,Bajo
7328,Tremain,460026245,51,M,9/10/2025,1,true,true,true,Ninguna,Ocasional,false,No hijos,Primer hijo >=30,Moderado
7992,Riane,429538778,110,F,9/10/2025,1,false,false,true,<3 horas,Ocasional,false,Primer hijo <30,Primer hijo >=30,Moderado
7294,Adelbert,216251162,16,M,9/10/2025,1,false,false,false,<3 horas,Nunca,true,Primer hijo <30,Primer hijo >=30,Alto
7832,Dottie,245635909,109,F,9/10/2025,1,false,true,false,<3 horas,Diario,true,Primer hijo >=30,Primer hijo <30,Alto
7147,Kurtis,165288301,45,M,9/10/2025,1,true,false,true,3-4 horas,Nunca,false,No hijos,No hijos,Moderado
7237,Althea,247714134,1,F,9/10/2025,1,true,false,true,3-4 horas,Nunca,true,Primer hijo >=30,Primer hijo <30,Bajo
7072,Ricard,902089873,62,M,9/10/2025,1,true,false,true,<3 horas,Nunca,false,Primer hijo <30,No hijos,Moderado
7771,Rance,213345714,150,M,9/10/2025,1,false,false,false,<3 horas,Diario,false,Primer hijo >=30,Primer hijo >=30,Moderado
7655,Clementine,297183943,7,F,9/10/2025,1,false,false,false,3-4 horas,Nunca,true,Primer hijo <30,Primer hijo >=30,Bajo
7131,Lilas,414014820,117,F,9/10/2025,1,true,false,true,>4 horas,Ocasional,false,No hijos,No hijos,Alto
7010,Ania,563560797,119,F,9/10/2025,1,false,false,false,>4 horas,Frecuente,true,Primer hijo >=30,Primer hijo >=30,Alto
7595,Alyson,173695285,130,F,9/10/2025,1,false,true,false,,Nunca,false,Primer hijo >=30,Primer hijo >=30,Bajo
7187,Ivor,568836813,84,M,9/10/2025,1,true,false,true,Ninguna,Frecuente,true,No hijos,Primer hijo <30,Alto
7572,Verla,935254396,142,F,9/10/2025,1,true,true,false,<3 horas,Diario,true,No hijos,No hijos,Moderado
7866,Lowe,944704097,38,M,9/10/2025,1,false,false,false,3-4 horas,Nunca,true,Primer hijo >=30,No hijos,Bajo
7409,Steffi,293175159,63,F,9/10/2025,1,false,true,true,>4 horas,Frecuente,false,Primer hijo >=30,Primer hijo <30,Moderado
7287,Rabbi,595863408,149,M,9/10/2025,1,true,false,true,>4 horas,Diario,false,No hijos,Primer hijo <30,Moderado
7889,Angelle,982501420,71,F,9/10/2025,1,false,false,true,Ninguna,Nunca,false,No hijos,No hijos,Bajo
7798,Lorne,502661262,104,M,9/10/2025,1,true,true,false,>4 horas,Frecuente,true,Primer hijo <30,No hijos,Bajo
