id_paciente,nombre,rut,edad,sexo,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,Riesgo
1,Michelle,817097948,91,F,9/10/2025,1,false,true,true,<3 horas,Nunca,true,Primer hijo <30,Primer hijo >=30,Bajo
2,Carmelle,464769004,8,F,9/10/2025,1,false,false,false,Ninguna,Ocasional,false,Primer hijo <30,Primer hijo <30,Bajo
3,Consuelo,637151220,43,F,9/10/2025,1,true,false,false,Ninguna,Ocasional,false,Primer hijo <30,Primer hijo <30,Bajo
4,Marjory,790245753,99,F,9/10/2025,1,true,true,true,<3 horas,Ocasional,true,Primer hijo <30,No hijos,Bajo
5,Joycelin,620959095,43,F,9/10/2025,1,false,false,true,>4 horas,Diario,false,No hijos,Primer hijo <30,Bajo
6,Antin,411672499,134,M,9/10/2025,1,false,false,true,3-4 horas,Ocasional,false,No hijos,Primer hijo <30,Bajo
7,Sidnee,845580106,64,M,9/10/2025,1,true,true,false,>4 horas,Nunca,false,No hijos,Primer hijo >=30,Alto
8,Christabella,155534787,97,F,9/10/2025,1,true,false,false,<3 horas,Frecuente,false,Primer hijo <30,Primer hijo <30,Bajo
9,Krystyna,973607815,145,F,9/10/2025,1,true,true,false,>4 horas,Ocasional,false,Primer hijo <30,Primer hijo <30,Bajo
10,Jeth,133362594,53,M,9/10/2025,1,true,false,false,>4 horas,Frecuente,true,,No hijos,Moderado
11,Blair,553568031,116,M,9/10/2025,1,true,false,true,>4 horas,Diario,true,No hijos,Primer hijo >=30,Alto
12,Fedora,731921181,143,F,9/10/2025,1,false,false,true,<3 horas,Diario,false,,No hijos,Moderado
13,Justis,854917120,137,M,9/10/2025,1,false,true,true,<3 horas,Nunca,true,Primer hijo <30,Primer hijo <30,Bajo
14,Kitty,232253101,52,F,9/10/2025,1,true,true,false,Ninguna,Frecuente,true,,Primer hijo <30,Alto
15,Tucker,998448555,12,M,9/10/2025,1,false,false,true,3-4 horas,Diario,false,Primer hijo <30,Primer hijo >=30,Bajo
16,Pieter,188200925,29,M,9/10/2025,1,false,false,false,<3 horas,Nunca,false,Primer hijo <30,No hijos,Alto
17,Sarge,419080584,116,M,9/10/2025,1,true,false,false,<3 horas,Nunca,false,No hijos,Primer hijo >=30,Moderado
18,Drud,578007439,123,M,9/10/2025,1,false,false,false,<3 horas,Diario,false,Primer hijo <30,No hijos,Bajo
19,Ilaire,496678115,92,M,9/10/2025,1,false,true,true,<3 horas,Diario,true,Primer hijo >=30,No hijos,Bajo
20,Hunt,631681652,129,M,9/10/2025,1,true,false,true,>4 horas,Ocasional,true,No hijos,Primer hijo <30,Bajo
21,Kristopher,936949742,4,M,9/10/2025,1,false,true,true,Ninguna,Frecuente,false,Primer hijo <30,No hijos,Moderado
22,Rickey,733732032,11,M,9/10/2025,1,true,false,false,>4 horas,Frecuente,true,,No hijos,Bajo
23,Ringo,935190062,26,M,9/10/2025,1,false,false,true,Ninguna,Diario,false,No hijos,No hijos,Moderado
24,Derrick,643858921,126,M,9/10/2025,1,false,false,false,Ninguna,Frecuente,false,Primer hijo >=30,No hijos,Alto
25,Dwight,643324231,54,M,9/10/2025,1,false,true,false,<3 horas,Frecuente,false,Primer hijo >=30,No hijos,Bajo
26,Kayne,932728759,44,M,9/10/2025,1,false,true,false,Ninguna,Frecuente,true,Primer hijo <30,No hijos,Bajo
27,Sandra,933872300,30,F,9/10/2025,1,false,true,true,Ninguna,Diario,true,Primer hijo <30,Primer hijo >=30,Bajo
28,North,620010083,56,M,9/10/2025,1,false,false,false,3-4 horas,Diario,true,,Primer hijo >=30,Alto
29,Bordie,941484477,58,M,9/10/2025,1,true,false,false,<3 horas,Diario,false,No hijos,Primer hijo >=30,Bajo
30,Arthur,463414748,40,M,9/10/2025,1,true,true,true,>4 horas,Nunca,false,No hijos,Primer hijo <30,Bajo
31,Alexia,426048419,137,F,9/10/2025,1,false,false,false,>4 horas,Ocasional,false,Primer hijo <30,No hijos,Bajo
32,Fanny,285263453,72,F,9/10/2025,1,false,true,true,<3 horas,Frecuente,true,Primer hijo <30,No hijos,Moderado
33,Doralynne,339026661,142,F,9/10/2025,1,true,true,false,>4 horas,Diario,false,No hijos,Primer hijo >=30,Alto
34,Damiano,274309477,118,M,9/10/2025,1,true,true,true,<3 horas,Frecuente,false,Primer hijo <30,Primer hijo <30,Alto
35,Seth,697394851,95,M,9/10/2025,1,true,true,false,>4 horas,Nunca,true,Primer hijo >=30,Primer hijo <30,Bajo
36,Leonidas,661357075,76,M,9/10/2025,1,true,true,false,<3 horas,Nunca,false,No hijos,No hijos,Moderado
37,Lewes,789211244,26,M,9/10/2025,1,true,false,false,>4 horas,Nunca,false,Primer hijo <30,Primer hijo <30,Moderado
38,Emlen,403023335,43,M,9/10/2025,1,false,false,true,3-4 horas,Frecuente,true,Primer hijo <30,Primer hijo <30,Moderado
39,Erin,143147115,108,M,9/10/2025,1,false,true,false,Ninguna,Frecuente,false,No hijos,Primer hijo <30,Alto
40,Eugene,250166879,51,M,9/10/2025,1,true,true,true,3-4 horas,Diario,false,No hijos,Primer hijo >=30,Bajo
41,Adolphe,685449126,52,M,9/10/2025,1,true,true,false,<3 horas,Diario,false,Primer hijo >=30,Primer hijo <30,Moderado
42,Judah,474621134,76,M,9/10/2025,1,false,true,false,Ninguna,Diario,true,Primer hijo <30,Primer hijo <30,Moderado
43,Latia,532469280,80,F,9/10/2025,1,,true,false,Ninguna,Diario,false,Primer hijo <30,Primer hijo <30,Alto
44,Melisent,537649239,59,F,9/10/2025,1,false,false,true,,Diario,false,Primer hijo >=30,No hijos,Alto
45,Osbourne,986222246,6,M,9/10/2025,1,true,false,true,3-4 horas,Diario,true,No hijos,Primer hijo >=30,Bajo
46,Aggi,163214985,13,F,9/10/2025,1,false,false,false,<3 horas,Nunca,false,,Primer hijo >=30,Alto
47,Kristi,102428359,54,F,9/10/2025,1,false,false,false,<3 horas,Frecuente,false,Primer hijo <30,Primer hijo <30,Bajo
48,Nanni,296359993,90,F,9/10/2025,1,true,false,false,<3 horas,Ocasional,true,Primer hijo >=30,Primer hijo <30,Moderado
49,Dre,750552300,112,F,9/10/2025,1,false,true,true,Ninguna,Nunca,false,Primer hijo <30,No hijos,Bajo
50,Aviva,954258089,98,F,9/10/2025,1,false,true,false,,Ocasional,true,Primer hijo >=30,Primer hijo <30,Alto
51,Ginnie,117246945,36,F,9/10/2025,1,true,true,true,>4 horas,Ocasional,true,No hijos,No hijos,Moderado
52,Jeanine,899668036,91,F,9/10/2025,1,false,true,true,Ninguna,Nunca,true,No hijos,Primer hijo >=30,Bajo
53,Gratia,451009733,134,F,9/10/2025,1,true,false,true,<3 horas,Ocasional,true,Primer hijo >=30,Primer hijo >=30,Alto
54,Ferrell,538049524,13,M,9/10/2025,1,false,false,false,3-4 horas,Nunca,false,No hijos,Primer hijo <30,Moderado
55,Tobye,159158455,31,F,9/10/2025,1,true,true,false,Ninguna,Ocasional,true,No hijos,No hijos,Alto
56,Guilbert,756334946,7,M,9/10/2025,1,false,false,true,>4 horas,Nunca,false,Primer hijo <30,No hijos,Alto
57,Osbert,154541243,62,M,9/10/2025,1,false,false,true,Ninguna,Ocasional,true,No hijos,No hijos,Moderado
58,Judah,898958706,53,M,9/10/2025,1,true,true,false,Ninguna,Nunca,false,Primer hijo <30,No hijos,Moderado
59,Aretha,280272671,119,F,9/10/2025,1,true,false,true,,Nunca,false,,Primer hijo >=30,Alto
60,Keven,365020868,72,M,9/10/2025,1,false,false,true,>4 horas,Diario,false,Primer hijo >=30,Primer hijo >=30,Moderado
61,Elna,222517279,97,F,9/10/2025,1,true,false,true,<3 horas,Ocasional,true,Primer hijo >=30,Primer hijo <30,Alto
62,Zelda,179522670,25,F,9/10/2025,1,true,true,false,<3 horas,Nunca,true,No hijos,No hijos,Bajo
63,Claiborne,408741912,68,M,9/10/2025,1,true,true,false,>4 horas,Diario,false,,No hijos,Bajo
64,Janel,278487180,118,F,9/10/2025,1,true,false,true,,Frecuente,false,No hijos,No hijos,Bajo
65,Lyn,468768178,83,M,9/10/2025,1,false,false,false,,Frecuente,false,No hijos,Primer hijo >=30,Alto
66,Levin,905927332,63,M,9/10/2025,1,false,true,false,>4 horas,Nunca,false,,Primer hijo >=30,Alto
67,Katinka,590060838,30,F,9/10/2025,1,true,false,true,>4 horas,Ocasional,false,No hijos,No hijos,Bajo
68,Jillane,832808530,87,F,9/10/2025,1,true,false,false,,Diario,false,Primer hijo <30,No hijos,Alto
69,Basilius,554924055,93,M,9/10/2025,1,true,true,true,<3 horas,Diario,true,No hijos,Primer hijo <30,Alto
70,Gwenni,989656735,18,F,9/10/2025,1,true,false,true,3-4 horas,Diario,true,Primer hijo <30,Primer hijo >=30,Alto
71,Dena,378532103,72,F,9/10/2025,1,false,false,false,3-4 horas,Ocasional,true,Primer hijo <30,No hijos,Alto
72,Rickie,758590613,132,F,9/10/2025,1,true,true,false,3-4 horas,Diario,false,No hijos,No hijos,Bajo
73,Cissy,734502799,70,F,9/10/2025,1,false,false,true,Ninguna,Frecuente,false,Primer hijo <30,No hijos,Moderado
74,Mattias,261588558,55,M,9/10/2025,1,false,false,true,Ninguna,Frecuente,false,Primer hijo >=30,No hijos,Moderado
75,Matthiew,256099150,56,M,9/10/2025,1,false,false,true,<3 horas,Nunca,false,Primer hijo <30,Primer hijo >=30,Alto
76,Barry,908674909,143,M,9/10/2025,1,false,true,true,<3 horas,Nunca,false,Primer hijo <30,Primer hijo >=30,Moderado
77,Drucy,836968235,113,F,9/10/2025,1,true,false,false,>4 horas,Nunca,true,Primer hijo <30,No hijos,Moderado
78,Prince,231583472,31,M,9/10/2025,1,true,true,false,3-4 horas,Diario,true,Primer hijo <30,Primer hijo >=30,Moderado
79,Susanetta,517500359,96,F,9/10/2025,1,false,true,false,<3 horas,Ocasional,true,Primer hijo <30,No hijos,Alto
80,Lewiss,825234735,67,M,9/10/2025,1,true,true,false,3-4 horas,Ocasional,false,No hijos,No hijos,Bajo
81,Inge,870292097,116,F,9/10/2025,1,true,true,true,3-4 horas,Frecuente,false,Primer hijo <30,No hijos,Alto
82,Sukey,688921030,99,F,9/10/2025,1,,false,false,<3 horas,Diario,false,Primer hijo >=30,No hijos,Moderado
83,Eben,759015970,,M,9/10/2025,1,false,true,true,Ninguna,Frecuente,true,Primer hijo <30,Primer hijo <30,Bajo
84,Gerrard,204810561,64,M,9/10/2025,1,true,false,true,Ninguna,Ocasional,false,No hijos,No hijos,Moderado
85,Weber,125540343,43,M,9/10/2025,1,false,true,false,<3 horas,Frecuente,true,Primer hijo <30,Primer hijo <30,Moderado
86,Morley,329872265,123,M,9/10/2025,1,true,false,true,Ninguna,Frecuente,true,No hijos,Primer hijo <30,Moderado
87,Gibbie,528578467,97,M,9/10/2025,1,true,false,false,<3 horas,Nunca,false,No hijos,No hijos,Alto
88,Devlin,954640639,73,M,9/10/2025,1,false,true,true,<3 horas,Nunca,false,No hijos,Primer hijo >=30,Bajo
89,Rod,147097989,52,M,9/10/2025,1,false,false,true,Ninguna,Nunca,false,Primer hijo >=30,No hijos,Bajo
90,Tisha,671635754,88,F,9/10/2025,1,false,false,true,3-4 horas,Frecuente,true,Primer hijo >=30,No hijos,Moderado
91,Roseann,378569999,87,F,9/10/2025,1,true,false,true,<3 horas,Frecuente,false,No hijos,Primer hijo >=30,Alto
92,Sibelle,241032899,86,F,9/10/2025,1,true,false,false,3-4 horas,Frecuente,false,Primer hijo >=30,No hijos,Bajo
93,Desdemona,365352560,53,F,9/10/2025,1,false,true,false,3-4 horas,Nunca,false,Primer hijo <30,Primer hijo <30,Bajo
94,Dorie,813118072,141,F,9/10/2025,1,true,false,true,3-4 horas,Diario,true,Primer hijo <30,Primer hijo >=30,Bajo
95,Netty,278404240,11,F,9/10/2025,1,true,false,true,,Nunca,true,Primer hijo >=30,No hijos,Moderado
96,Braden,584858896,18,M,9/10/2025,1,true,false,false,,Ocasional,true,No hijos,No hijos,Bajo
97,Reese,644367923,132,M,9/10/2025,1,false,true,false,<3 horas,Diario,true,Primer hijo >=30,No hijos,Bajo
98,Charles,722112080,116,M,9/10/2025,1,false,true,true,3-4 horas,Frecuente,false,Primer hijo >=30,Primer hijo >=30,Moderado
99,Vasily,777840168,31,M,9/10/2025,1,false,false,false,<3 horas,Diario,true,Primer hijo >=30,Primer hijo >=30,Bajo
100,Reilly,559310078,65,M,9/10/2025,1,false,true,false,>4 horas,Frecuente,false,Primer hijo >=30,No hijos,Bajo
101,Max,177576945,83,M,9/10/2025,1,true,false,true,<3 horas,Nunca,false,Primer hijo <30,Primer hijo >=30,Moderado
102,Jen,753248644,25,F,9/10/2025,1,true,false,false,Ninguna,Nunca,false,Primer hijo >=30,Primer hijo <30,Alto
103,Henrik,323382446,61,M,9/10/2025,1,false,true,false,3-4 horas,Diario,false,No hijos,No hijos,Bajo
104,Correy,272452795,150,F,9/10/2025,1,true,false,true,>4 horas,Diario,false,Primer hijo >=30,No hijos,Bajo
105,Katherina,737040333,2,F,9/10/2025,1,false,true,true,<3 horas,Nunca,true,No hijos,Primer hijo >=30,Alto
