id_paciente,nombre,rut,edad,sexo,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,Riesgo
9293,Zondra,794363892,63,F,9/10/2025,1,true,true,false,Ninguna,Diario,false,No hijos,No hijos,Bajo
9529,Pearle,868396640,42,F,9/10/2025,1,true,true,false,<3 horas,Diario,false,Primer hijo <30,No hijos,Alto
9719,Lanni,704827683,10,F,9/10/2025,1,false,true,true,>4 horas,Frecuente,false,Primer hijo <30,No hijos,Alto
9009,Joanie,787640061,71,F,9/10/2025,1,true,true,true,<3 horas,Ocasional,true,Primer hijo <30,Primer hijo <30,Alto
9287,Kipper,770871099,57,M,9/10/2025,1,false,true,true,<3 horas,Nunca,true,Primer hijo <30,Primer hijo >=30,Moderado
9804,Alanna,378196473,84,F,9/10/2025,1,false,true,false,Ninguna,Nunca,true,Primer hijo >=30,Primer hijo >=30,Bajo
9564,Odele,837432441,67,F,9/10/2025,1,true,false,true,<3 horas,Nunca,true,Primer hijo <30,No hijos,Bajo
9116,Fabe,247094922,118,M,9/10/2025,1,true,false,true,Ninguna,Diario,false,Primer hijo >=30,Primer hijo <30,Alto
9025,Kelci,952968213,52,F,9/10/2025,1,true,false,false,,Diario,true,Primer hijo >=30,Primer hijo <30,Moderado
9841,Olivero,643713949,141,M,9/10/2025,1,false,true,false,<3 horas,Nunca,true,Primer hijo >=30,Primer hijo <30,Alto
9520,Dona,804904002,40,F,9/10/2025,1,false,true,false,3-4 horas,Nunca,false,No hijos,Primer hijo >=30,Moderado
9403,Lorant,300183498,50,M,9/10/2025,1,true,true,true,,Frecuente,false,Primer hijo >=30,Primer hijo <30,Alto
9924,Salome,653538399,21,F,9/10/2025,1,true,true,true,Ninguna,Ocasional,true,Primer hijo <30,No hijos,Moderado
9540,Loralie,991123033,48,F,9/10/2025,1,true,false,true,>4 horas,Diario,false,Primer hijo <30,Primer hijo >=30,Alto
9436,Amalea,969273189,20,F,9/10/2025,1,true,true,false,<3 horas,Ocasional,false,Primer hijo <30,Primer hijo <30,Moderado
9484,Rufus,593071154,81,M,9/10/2025,1,false,false,false,,Frecuente,false,No hijos,No hijos,Moderado
9708,Ilise,346713440,117,F,9/10/2025,1,true,true,false,3-4 horas,Ocasional,false,No hijos,Primer hijo <30,Alto
9933,Verney,772990051,135,M,9/10/2025,1,true,true,true,Ninguna,Diario,false,,No hijos,Bajo
9771,Sawyer,960155651,145,M,9/10/2025,1,true,true,true,<3 horas,Diario,false,Primer hijo >=30,Primer hijo >=30,Moderado
9839,Gottfried,754555300,72,M,9/10/2025,1,true,true,true,>4 horas,Diario,false,Primer hijo <30,No hijos,Moderado
9979,Nellie,408547557,138,F,9/10/2025,1,true,true,false,<3 horas,Frecuente,true,No hijos,No hijos,Bajo
